2.0328830238356389e-02 8.2502595356744268e-01 5.6472906300390802e-01 4.3000000000000000e+01
-2.0328830238356389e-02 8.2502595356744268e-01 5.6472906300390802e-01 4.1000000000000000e+01
0.0000000000000000e+00 8.3043451489434350e-01 5.5711625041116541e-01 5.1000000000000000e+01
4.0633345919973501e-02 8.0835361661154903e-01 5.8729325018288492e-01 4.0000000000000000e+01
6.0867906100298456e-02 7.9072224086973142e-01 6.0914155645540702e-01 3.2000000000000000e+01
2.0307562820472649e-02 7.9201831450582227e-01 6.1015948110280882e-01 2.9000000000000000e+01
4.0612066747380007e-02 7.9721042970468314e-01 6.0233395289040514e-01 4.1000000000000000e+01
-4.0633345919973501e-02 8.0835361661154903e-01 5.8729325018288492e-01 2.6000000000000000e+01
-2.0307562820472649e-02 7.9201831450582227e-01 6.1015948110280882e-01 3.1000000000000000e+01
-6.0867906100298450e-02 7.9072224086973142e-01 6.0914155645540702e-01 3.3000000000000000e+01
-4.0612066747380007e-02 7.9721042970468314e-01 6.0233395289040514e-01 3.7000000000000000e+01
2.0328859593877847e-02 8.1431528335244130e-01 5.8006668303415398e-01 4.1000000000000000e+01
-2.0328859593877847e-02 8.1431528335244130e-01 5.8006668303415398e-01 3.4000000000000000e+01
0.0000000000000000e+00 7.9785937817658348e-01 6.0284360546967375e-01 3.8000000000000000e+01
0.0000000000000000e+00 8.0901269864950820e-01 5.8779116480586890e-01 3.8000000000000000e+01
8.1072670009384951e-02 7.7206291469160282e-01 6.3035393068930434e-01 4.0000000000000000e+01
1.0111572413557662e-01 7.5254810927510374e-01 6.5072801811433045e-01 4.4000000000000000e+01
6.0847858750775828e-02 7.5488180686244211e-01 6.5303215522173197e-01 3.3000000000000000e+01
8.1030286467933588e-02 7.6000161142741940e-01 6.4485009366724155e-01 3.7000000000000000e+01
1.2103780289064106e-01 7.3211121077710939e-01 6.7034545223032682e-01 3.1000000000000000e+01
1.4079336683609225e-01 7.1080928460201498e-01 6.8914975787453425e-01 4.2000000000000000e+01
1.0075228626111774e-01 7.1427527578567185e-01 6.9257476651583272e-01 4.2000000000000000e+01
1.2088831152912570e-01 7.1922674086624316e-01 6.8417754374033568e-01 4.5000000000000000e+01
4.0548964258711191e-02 7.3676005284870061e-01 6.7493733488667340e-01 4.4000000000000000e+01
6.0525697636705691e-02 7.1659087770030083e-01 6.9486268709889909e-01 3.5000000000000000e+01
2.0222118244140077e-02 7.1774956851890548e-01 6.9600763129770704e-01 3.8000000000000000e+01
4.0441336710347615e-02 7.2386269065933817e-01 6.8875779731085696e-01 4.1000000000000000e+01
1.0103060033069826e-01 7.4006244419069522e-01 6.6490630655402339e-01 3.3000000000000000e+01
6.0762112786202242e-02 7.4239094040921749e-01 6.6720585822373779e-01 3.5000000000000000e+01
8.0730611389347257e-02 7.2212236364330884e-01 6.8703847076484947e-01 4.9000000000000000e+01
8.0859369670869291e-02 7.3502464217817742e-01 6.7320170656889455e-01 5.0000000000000000e+01
-8.1072670009384951e-02 7.7206291469160271e-01 6.3035393068930445e-01 4.4000000000000000e+01
-6.0847858750775835e-02 7.5488180686244211e-01 6.5303215522173186e-01 4.2000000000000000e+01
-1.0111572413557662e-01 7.5254810927510374e-01 6.5072801811433045e-01 3.6000000000000000e+01
-8.1030286467933588e-02 7.6000161142741940e-01 6.4485009366724155e-01 4.3000000000000000e+01
-4.0548964258711198e-02 7.3676005284870050e-01 6.7493733488667362e-01 5.3000000000000000e+01
-2.0222118244140080e-02 7.1774956851890548e-01 6.9600763129770715e-01 5.4000000000000000e+01
-6.0525697636705698e-02 7.1659087770030094e-01 6.9486268709889898e-01 4.2000000000000000e+01
-4.0441336710347615e-02 7.2386269065933817e-01 6.8875779731085696e-01 4.5000000000000000e+01
-1.2103780289064105e-01 7.3211121077710939e-01 6.7034545223032682e-01 4.2000000000000000e+01
-1.0075228626111774e-01 7.1427527578567185e-01 6.9257476651583272e-01 4.1000000000000000e+01
-1.4079336683609225e-01 7.1080928460201498e-01 6.8914975787453436e-01 4.2000000000000000e+01
-1.2088831152912570e-01 7.1922674086624316e-01 6.8417754374033568e-01 3.6000000000000000e+01
-6.0762112786202242e-02 7.4239094040921749e-01 6.6720585822373779e-01 4.5000000000000000e+01
-1.0103060033069826e-01 7.4006244419069522e-01 6.6490630655402339e-01 4.7000000000000000e+01
-8.0730611389347257e-02 7.2212236364330884e-01 6.8703847076484947e-01 3.7000000000000000e+01
-8.0859369670869305e-02 7.3502464217817742e-01 6.7320170656889455e-01 3.1000000000000000e+01
6.0868543691870669e-02 7.7908041574757647e-01 6.2396211919267519e-01 4.2000000000000000e+01
2.0307965054390833e-02 7.8037648439318008e-01 6.2498010301248030e-01 5.2000000000000000e+01
4.0634858142848569e-02 7.6178941692483571e-01 6.4654906431378389e-01 5.1000000000000000e+01
4.0613012188601243e-02 7.7392494326001648e-01 6.3197370628923233e-01 4.1000000000000000e+01
-2.0307965054390833e-02 7.8037648439318008e-01 6.2498010301248030e-01 4.1000000000000000e+01
-6.0868543691870669e-02 7.7908041574757647e-01 6.2396211919267519e-01 3.2000000000000000e+01
-4.0634858142848569e-02 7.6178941692483571e-01 6.4654906431378389e-01 4.5000000000000000e+01
-4.0613012188601243e-02 7.7392494326001648e-01 6.3197370628923233e-01 4.2000000000000000e+01
2.0329798940168259e-02 7.4356000152470658e-01 6.6836010010145774e-01 3.4000000000000000e+01
-2.0329798940168259e-02 7.4356000152470658e-01 6.6836010010145774e-01 4.6000000000000000e+01
0.0000000000000000e+00 7.2444476350002329e-01 6.8933285474971751e-01 4.5000000000000000e+01
0.0000000000000000e+00 7.3735613936251521e-01 6.7550419964971886e-01 4.8000000000000000e+01
0.0000000000000000e+00 7.7457388409717776e-01 6.3248343699626786e-01 3.5000000000000000e+01
2.0329829079014535e-02 7.5609677340523207e-01 6.5414399584175287e-01 4.4000000000000000e+01
-2.0329829079014535e-02 7.5609677340523207e-01 6.5414399584175287e-01 4.4000000000000000e+01
0.0000000000000000e+00 7.6242924290143499e-01 6.4707159539632442e-01 4.0000000000000000e+01
1.6060416683539283e-01 6.8827518292451006e-01 7.0744863712169348e-01 3.4000000000000000e+01
1.7997491501888763e-01 6.6527626492797975e-01 7.2458023799122528e-01 3.9000000000000000e+01
1.4089100577246058e-01 6.6870551925862631e-01 7.3005660945263373e-01 4.0000000000000000e+01
1.6052605437453241e-01 6.7423711280774401e-01 7.2085761533025505e-01 5.0000000000000000e+01
1.9913089593652519e-01 6.4145745719279879e-01 7.4086383154751545e-01 4.0000000000000000e+01
2.1802589360344696e-01 6.1688451761933760e-01 7.5625273661651993e-01 5.5000000000000000e+01
1.7927544877788698e-01 6.2121127968582002e-01 7.6286096993921071e-01 4.8000000000000000e+01
1.9885538714897016e-01 6.2665849885528835e-01 7.5349562760129529e-01 5.1000000000000000e+01
1.2099784303805866e-01 6.4825500335842801e-01 7.5174794485977936e-01 4.3000000000000000e+01
1.4022210107586872e-01 6.2458056221251079e-01 7.6826875745156575e-01 4.6000000000000000e+01
1.0097121502230554e-01 6.2698199029995572e-01 7.7246255415808063e-01 4.1000000000000000e+01
1.2075746606238792e-01 6.3341477993464745e-01 7.6433196384197699e-01 3.1000000000000000e+01
1.7980940389615593e-01 6.5084257756535491e-01 7.3761271511450643e-01 3.9000000000000000e+01
1.4072088971042362e-01 6.5425312818623471e-01 7.4306828451874685e-01 4.1000000000000000e+01
1.5993199788333234e-01 6.3051867373200843e-01 7.5951824081339547e-01 4.5000000000000000e+01
1.6019033240684585e-01 6.4535064029901357e-01 7.4690133784124224e-01 4.4000000000000000e+01
2.3670584002964867e-01 5.9146854727322606e-01 7.7080172734780372e-01 6.1000000000000000e+01
2.5503370831170441e-01 5.6543731583137058e-01 7.8437137217659558e-01 5.2000000000000000e+01
2.1680522047781595e-01 5.7033612420421009e-01 7.9228290515527688e-01 4.5000000000000000e+01
2.3623462335521794e-01 5.7587666259360504e-01 7.8266165883366845e-01 6.1000000000000000e+01
2.7305644109692434e-01 5.3870372831425006e-01 7.9701848979544287e-01 5.5000000000000000e+01
2.9072998805851347e-01 5.1134121092133888e-01 8.0870652282332645e-01 5.3000000000000000e+01
2.5293285528571774e-01 5.1695608902828194e-01 8.1779054331387158e-01 5.2000000000000000e+01
